STATISTIC,Statistic,TLIST(A1),Year,Age Code,Age of Mother at Maternity,PLC Code,Previous Liveborn Children,UNIT,VALUE
VSA36C01,Total Births,2010,2010,460,35 - 39 years,8,6,Number,73
VSA36C01,Total Births,2010,2010,460,35 - 39 years,10,7,Number,38
VSA36C01,Total Births,2010,2010,460,35 - 39 years,11,8,Number,21
VSA36C01,Total Births,2010,2010,460,35 - 39 years,12,9,Number,14
VSA36C01,Total Births,2010,2010,460,35 - 39 years,15,10 or more,Number,11
VSA36C01,Total Births,2010,2010,460,35 - 39 years,99,Not stated,Number,71
VSA36C01,Total Births,2010,2010,475,40 - 44 years,26,Total Per Age Group,Number,3459
VSA36C01,Total Births,2010,2010,475,40 - 44 years,1,0,Number,755
VSA36C01,Total Births,2010,2010,475,40 - 44 years,2,1,Number,1012
VSA36C01,Total Births,2010,2010,475,40 - 44 years,3,2,Number,855
VSA36C01,Total Births,2010,2010,475,40 - 44 years,4,3,Number,474
VSA36C01,Total Births,2010,2010,475,40 - 44 years,5,4,Number,189
VSA36C01,Total Births,2010,2010,475,40 - 44 years,6,5,Number,73
VSA36C01,Total Births,2010,2010,475,40 - 44 years,8,6,Number,41
VSA36C01,Total Births,2010,2010,475,40 - 44 years,10,7,Number,23
VSA36C01,Total Births,2010,2010,475,40 - 44 years,11,8,Number,10
VSA36C01,Total Births,2010,2010,475,40 - 44 years,12,9,Number,6
VSA36C01,Total Births,2010,2010,475,40 - 44 years,15,10 or more,Number,4
VSA36C01,Total Births,2010,2010,475,40 - 44 years,99,Not stated,Number,17
VSA36C01,Total Births,2010,2010,510,45 years and over,26,Total Per Age Group,Number,172
VSA36C01,Total Births,2010,2010,510,45 years and over,1,0,Number,50
VSA36C01,Total Births,2010,2010,510,45 years and over,2,1,Number,49
VSA36C01,Total Births,2010,2010,510,45 years and over,3,2,Number,32
VSA36C01,Total Births,2010,2010,510,45 years and over,4,3,Number,16
VSA36C01,Total Births,2010,2010,510,45 years and over,5,4,Number,15
VSA36C01,Total Births,2010,2010,510,45 years and over,6,5,Number,2
VSA36C01,Total Births,2010,2010,510,45 years and over,8,6,Number,4
VSA36C01,Total Births,2010,2010,510,45 years and over,10,7,Number,1
VSA36C01,Total Births,2010,2010,510,45 years and over,11,8,Number,2
VSA36C01,Total Births,2010,2010,510,45 years and over,12,9,Number,
VSA36C01,Total Births,2010,2010,510,45 years and over,15,10 or more,Number,
VSA36C01,Total Births,2010,2010,510,45 years and over,99,Not stated,Number,1
VSA36C01,Total Births,2010,2010,999,Age not stated,26,Total Per Age Group,Number,22
VSA36C01,Total Births,2010,2010,999,Age not stated,1,0,Number,10
VSA36C01,Total Births,2010,2010,999,Age not stated,2,1,Number,6
VSA36C01,Total Births,2010,2010,999,Age not stated,3,2,Number,2
VSA36C01,Total Births,2010,2010,999,Age not stated,4,3,Number,3
VSA36C01,Total Births,2010,2010,999,Age not stated,5,4,Number,1
VSA36C01,Total Births,2010,2010,999,Age not stated,6,5,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,8,6,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,10,7,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,11,8,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,12,9,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,15,10 or more,Number,
VSA36C01,Total Births,2010,2010,999,Age not stated,99,Not stated,Number,
VSA36C01,Total Births,2010,2010,-,All ages,26,Total Per Age Group,Number,75174
VSA36C01,Total Births,2010,2010,-,All ages,1,0,Number,31078
VSA36C01,Total Births,2010,2010,-,All ages,2,1,Number,24770
VSA36C01,Total Births,2010,2010,-,All ages,3,2,Number,12317
VSA36C01,Total Births,2010,2010,-,All ages,4,3,Number,4428
VSA36C01,Total Births,2010,2010,-,All ages,5,4,Number,1402
VSA36C01,Total Births,2010,2010,-,All ages,6,5,Number,468
VSA36C01,Total Births,2010,2010,-,All ages,8,6,Number,190
VSA36C01,Total Births,2010,2010,-,All ages,10,7,Number,104
VSA36C01,Total Births,2010,2010,-,All ages,11,8,Number,52
VSA36C01,Total Births,2010,2010,-,All ages,12,9,Number,23
VSA36C01,Total Births,2010,2010,-,All ages,15,10 or more,Number,19
VSA36C01,Total Births,2010,2010,-,All ages,99,Not stated,Number,323
VSA36C01,Total Births,2011,2011,16,16 years,26,Total Per Age Group,Number,103
VSA36C01,Total Births,2011,2011,16,16 years,1,0,Number,102
VSA36C01,Total Births,2011,2011,16,16 years,2,1,Number,1
VSA36C01,Total Births,2011,2011,16,16 years,3,2,Number,
VSA36C01,Total Births,2011,2011,16,16 years,4,3,Number,
VSA36C01,Total Births,2011,2011,16,16 years,5,4,Number,
VSA36C01,Total Births,2011,2011,16,16 years,6,5,Number,
VSA36C01,Total Births,2011,2011,16,16 years,8,6,Number,
VSA36C01,Total Births,2011,2011,16,16 years,10,7,Number,
VSA36C01,Total Births,2011,2011,16,16 years,11,8,Number,
VSA36C01,Total Births,2011,2011,16,16 years,12,9,Number,
VSA36C01,Total Births,2011,2011,16,16 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,16,16 years,99,Not stated,Number,
VSA36C01,Total Births,2011,2011,17,17 years,26,Total Per Age Group,Number,252
VSA36C01,Total Births,2011,2011,17,17 years,1,0,Number,242
VSA36C01,Total Births,2011,2011,17,17 years,2,1,Number,9
VSA36C01,Total Births,2011,2011,17,17 years,3,2,Number,1
VSA36C01,Total Births,2011,2011,17,17 years,4,3,Number,
VSA36C01,Total Births,2011,2011,17,17 years,5,4,Number,
VSA36C01,Total Births,2011,2011,17,17 years,6,5,Number,
VSA36C01,Total Births,2011,2011,17,17 years,8,6,Number,
VSA36C01,Total Births,2011,2011,17,17 years,10,7,Number,
VSA36C01,Total Births,2011,2011,17,17 years,11,8,Number,
VSA36C01,Total Births,2011,2011,17,17 years,12,9,Number,
VSA36C01,Total Births,2011,2011,17,17 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,17,17 years,99,Not stated,Number,
VSA36C01,Total Births,2011,2011,18,18 years,26,Total Per Age Group,Number,462
VSA36C01,Total Births,2011,2011,18,18 years,1,0,Number,409
VSA36C01,Total Births,2011,2011,18,18 years,2,1,Number,47
VSA36C01,Total Births,2011,2011,18,18 years,3,2,Number,6
VSA36C01,Total Births,2011,2011,18,18 years,4,3,Number,
VSA36C01,Total Births,2011,2011,18,18 years,5,4,Number,
VSA36C01,Total Births,2011,2011,18,18 years,6,5,Number,
VSA36C01,Total Births,2011,2011,18,18 years,8,6,Number,
VSA36C01,Total Births,2011,2011,18,18 years,10,7,Number,
VSA36C01,Total Births,2011,2011,18,18 years,11,8,Number,
VSA36C01,Total Births,2011,2011,18,18 years,12,9,Number,
VSA36C01,Total Births,2011,2011,18,18 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,18,18 years,99,Not stated,Number,
VSA36C01,Total Births,2011,2011,19,19 years,26,Total Per Age Group,Number,837
VSA36C01,Total Births,2011,2011,19,19 years,1,0,Number,711
VSA36C01,Total Births,2011,2011,19,19 years,2,1,Number,111
VSA36C01,Total Births,2011,2011,19,19 years,3,2,Number,11
VSA36C01,Total Births,2011,2011,19,19 years,4,3,Number,2
VSA36C01,Total Births,2011,2011,19,19 years,5,4,Number,
VSA36C01,Total Births,2011,2011,19,19 years,6,5,Number,
VSA36C01,Total Births,2011,2011,19,19 years,8,6,Number,
VSA36C01,Total Births,2011,2011,19,19 years,10,7,Number,
VSA36C01,Total Births,2011,2011,19,19 years,11,8,Number,
VSA36C01,Total Births,2011,2011,19,19 years,12,9,Number,
VSA36C01,Total Births,2011,2011,19,19 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,19,19 years,99,Not stated,Number,2
VSA36C01,Total Births,2011,2011,20,20 years,26,Total Per Age Group,Number,1099
VSA36C01,Total Births,2011,2011,20,20 years,1,0,Number,846
VSA36C01,Total Births,2011,2011,20,20 years,2,1,Number,204
VSA36C01,Total Births,2011,2011,20,20 years,3,2,Number,38
VSA36C01,Total Births,2011,2011,20,20 years,4,3,Number,6
VSA36C01,Total Births,2011,2011,20,20 years,5,4,Number,1
VSA36C01,Total Births,2011,2011,20,20 years,6,5,Number,
VSA36C01,Total Births,2011,2011,20,20 years,8,6,Number,
VSA36C01,Total Births,2011,2011,20,20 years,10,7,Number,
VSA36C01,Total Births,2011,2011,20,20 years,11,8,Number,
VSA36C01,Total Births,2011,2011,20,20 years,12,9,Number,
VSA36C01,Total Births,2011,2011,20,20 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,20,20 years,99,Not stated,Number,4
VSA36C01,Total Births,2011,2011,21,21 years,26,Total Per Age Group,Number,1234
VSA36C01,Total Births,2011,2011,21,21 years,1,0,Number,840
VSA36C01,Total Births,2011,2011,21,21 years,2,1,Number,333
VSA36C01,Total Births,2011,2011,21,21 years,3,2,Number,50
VSA36C01,Total Births,2011,2011,21,21 years,4,3,Number,3
VSA36C01,Total Births,2011,2011,21,21 years,5,4,Number,1
VSA36C01,Total Births,2011,2011,21,21 years,6,5,Number,
VSA36C01,Total Births,2011,2011,21,21 years,8,6,Number,1
VSA36C01,Total Births,2011,2011,21,21 years,10,7,Number,
VSA36C01,Total Births,2011,2011,21,21 years,11,8,Number,
VSA36C01,Total Births,2011,2011,21,21 years,12,9,Number,
VSA36C01,Total Births,2011,2011,21,21 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,21,21 years,99,Not stated,Number,6
VSA36C01,Total Births,2011,2011,22,22 years,26,Total Per Age Group,Number,1364
VSA36C01,Total Births,2011,2011,22,22 years,1,0,Number,843
VSA36C01,Total Births,2011,2011,22,22 years,2,1,Number,403
VSA36C01,Total Births,2011,2011,22,22 years,3,2,Number,91
VSA36C01,Total Births,2011,2011,22,22 years,4,3,Number,14
VSA36C01,Total Births,2011,2011,22,22 years,5,4,Number,4
VSA36C01,Total Births,2011,2011,22,22 years,6,5,Number,1
VSA36C01,Total Births,2011,2011,22,22 years,8,6,Number,
VSA36C01,Total Births,2011,2011,22,22 years,10,7,Number,
VSA36C01,Total Births,2011,2011,22,22 years,11,8,Number,
VSA36C01,Total Births,2011,2011,22,22 years,12,9,Number,
VSA36C01,Total Births,2011,2011,22,22 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,22,22 years,99,Not stated,Number,8
VSA36C01,Total Births,2011,2011,23,23 years,26,Total Per Age Group,Number,1694
VSA36C01,Total Births,2011,2011,23,23 years,1,0,Number,974
VSA36C01,Total Births,2011,2011,23,23 years,2,1,Number,545
VSA36C01,Total Births,2011,2011,23,23 years,3,2,Number,126
VSA36C01,Total Births,2011,2011,23,23 years,4,3,Number,35
VSA36C01,Total Births,2011,2011,23,23 years,5,4,Number,3
VSA36C01,Total Births,2011,2011,23,23 years,6,5,Number,2
VSA36C01,Total Births,2011,2011,23,23 years,8,6,Number,
VSA36C01,Total Births,2011,2011,23,23 years,10,7,Number,
VSA36C01,Total Births,2011,2011,23,23 years,11,8,Number,
VSA36C01,Total Births,2011,2011,23,23 years,12,9,Number,
VSA36C01,Total Births,2011,2011,23,23 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,23,23 years,99,Not stated,Number,9
VSA36C01,Total Births,2011,2011,24,24 years,26,Total Per Age Group,Number,1930
VSA36C01,Total Births,2011,2011,24,24 years,1,0,Number,1014
VSA36C01,Total Births,2011,2011,24,24 years,2,1,Number,692
VSA36C01,Total Births,2011,2011,24,24 years,3,2,Number,163
VSA36C01,Total Births,2011,2011,24,24 years,4,3,Number,43
VSA36C01,Total Births,2011,2011,24,24 years,5,4,Number,12
VSA36C01,Total Births,2011,2011,24,24 years,6,5,Number,1
VSA36C01,Total Births,2011,2011,24,24 years,8,6,Number,
VSA36C01,Total Births,2011,2011,24,24 years,10,7,Number,
VSA36C01,Total Births,2011,2011,24,24 years,11,8,Number,
VSA36C01,Total Births,2011,2011,24,24 years,12,9,Number,
VSA36C01,Total Births,2011,2011,24,24 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,24,24 years,99,Not stated,Number,5
VSA36C01,Total Births,2011,2011,25,25 years,26,Total Per Age Group,Number,2383
VSA36C01,Total Births,2011,2011,25,25 years,1,0,Number,1239
VSA36C01,Total Births,2011,2011,25,25 years,2,1,Number,791
VSA36C01,Total Births,2011,2011,25,25 years,3,2,Number,252
VSA36C01,Total Births,2011,2011,25,25 years,4,3,Number,76
VSA36C01,Total Births,2011,2011,25,25 years,5,4,Number,13
VSA36C01,Total Births,2011,2011,25,25 years,6,5,Number,2
VSA36C01,Total Births,2011,2011,25,25 years,8,6,Number,
VSA36C01,Total Births,2011,2011,25,25 years,10,7,Number,
VSA36C01,Total Births,2011,2011,25,25 years,11,8,Number,
VSA36C01,Total Births,2011,2011,25,25 years,12,9,Number,
VSA36C01,Total Births,2011,2011,25,25 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,25,25 years,99,Not stated,Number,10
VSA36C01,Total Births,2011,2011,26,26 years,26,Total Per Age Group,Number,2756
VSA36C01,Total Births,2011,2011,26,26 years,1,0,Number,1344
VSA36C01,Total Births,2011,2011,26,26 years,2,1,Number,950
VSA36C01,Total Births,2011,2011,26,26 years,3,2,Number,321
VSA36C01,Total Births,2011,2011,26,26 years,4,3,Number,97
VSA36C01,Total Births,2011,2011,26,26 years,5,4,Number,28
VSA36C01,Total Births,2011,2011,26,26 years,6,5,Number,5
VSA36C01,Total Births,2011,2011,26,26 years,8,6,Number,1
VSA36C01,Total Births,2011,2011,26,26 years,10,7,Number,
VSA36C01,Total Births,2011,2011,26,26 years,11,8,Number,
VSA36C01,Total Births,2011,2011,26,26 years,12,9,Number,
VSA36C01,Total Births,2011,2011,26,26 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,26,26 years,99,Not stated,Number,10
VSA36C01,Total Births,2011,2011,27,27 years,26,Total Per Age Group,Number,3300
VSA36C01,Total Births,2011,2011,27,27 years,1,0,Number,1571
VSA36C01,Total Births,2011,2011,27,27 years,2,1,Number,1150
VSA36C01,Total Births,2011,2011,27,27 years,3,2,Number,394
VSA36C01,Total Births,2011,2011,27,27 years,4,3,Number,125
VSA36C01,Total Births,2011,2011,27,27 years,5,4,Number,35
VSA36C01,Total Births,2011,2011,27,27 years,6,5,Number,5
VSA36C01,Total Births,2011,2011,27,27 years,8,6,Number,1
VSA36C01,Total Births,2011,2011,27,27 years,10,7,Number,
VSA36C01,Total Births,2011,2011,27,27 years,11,8,Number,1
VSA36C01,Total Births,2011,2011,27,27 years,12,9,Number,
VSA36C01,Total Births,2011,2011,27,27 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,27,27 years,99,Not stated,Number,18
VSA36C01,Total Births,2011,2011,28,28 years,26,Total Per Age Group,Number,3901
VSA36C01,Total Births,2011,2011,28,28 years,1,0,Number,1858
VSA36C01,Total Births,2011,2011,28,28 years,2,1,Number,1317
VSA36C01,Total Births,2011,2011,28,28 years,3,2,Number,500
VSA36C01,Total Births,2011,2011,28,28 years,4,3,Number,147
VSA36C01,Total Births,2011,2011,28,28 years,5,4,Number,41
VSA36C01,Total Births,2011,2011,28,28 years,6,5,Number,18
VSA36C01,Total Births,2011,2011,28,28 years,8,6,Number,3
VSA36C01,Total Births,2011,2011,28,28 years,10,7,Number,
VSA36C01,Total Births,2011,2011,28,28 years,11,8,Number,
VSA36C01,Total Births,2011,2011,28,28 years,12,9,Number,
VSA36C01,Total Births,2011,2011,28,28 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,28,28 years,99,Not stated,Number,17
VSA36C01,Total Births,2011,2011,29,29 years,26,Total Per Age Group,Number,4353
VSA36C01,Total Births,2011,2011,29,29 years,1,0,Number,2026
VSA36C01,Total Births,2011,2011,29,29 years,2,1,Number,1440
VSA36C01,Total Births,2011,2011,29,29 years,3,2,Number,565
VSA36C01,Total Births,2011,2011,29,29 years,4,3,Number,195
VSA36C01,Total Births,2011,2011,29,29 years,5,4,Number,68
VSA36C01,Total Births,2011,2011,29,29 years,6,5,Number,22
VSA36C01,Total Births,2011,2011,29,29 years,8,6,Number,9
VSA36C01,Total Births,2011,2011,29,29 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,29,29 years,11,8,Number,1
VSA36C01,Total Births,2011,2011,29,29 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,29,29 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,29,29 years,99,Not stated,Number,23
VSA36C01,Total Births,2011,2011,30,30 years,26,Total Per Age Group,Number,4923
VSA36C01,Total Births,2011,2011,30,30 years,1,0,Number,2248
VSA36C01,Total Births,2011,2011,30,30 years,2,1,Number,1689
VSA36C01,Total Births,2011,2011,30,30 years,3,2,Number,637
VSA36C01,Total Births,2011,2011,30,30 years,4,3,Number,213
VSA36C01,Total Births,2011,2011,30,30 years,5,4,Number,66
VSA36C01,Total Births,2011,2011,30,30 years,6,5,Number,25
VSA36C01,Total Births,2011,2011,30,30 years,8,6,Number,12
VSA36C01,Total Births,2011,2011,30,30 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,30,30 years,11,8,Number,2
VSA36C01,Total Births,2011,2011,30,30 years,12,9,Number,2
VSA36C01,Total Births,2011,2011,30,30 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,30,30 years,99,Not stated,Number,26
VSA36C01,Total Births,2011,2011,31,31 years,26,Total Per Age Group,Number,5593
VSA36C01,Total Births,2011,2011,31,31 years,1,0,Number,2400
VSA36C01,Total Births,2011,2011,31,31 years,2,1,Number,2020
VSA36C01,Total Births,2011,2011,31,31 years,3,2,Number,786
VSA36C01,Total Births,2011,2011,31,31 years,4,3,Number,223
VSA36C01,Total Births,2011,2011,31,31 years,5,4,Number,83
VSA36C01,Total Births,2011,2011,31,31 years,6,5,Number,44
VSA36C01,Total Births,2011,2011,31,31 years,8,6,Number,10
VSA36C01,Total Births,2011,2011,31,31 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,31,31 years,11,8,Number,1
VSA36C01,Total Births,2011,2011,31,31 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,31,31 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,31,31 years,99,Not stated,Number,22
VSA36C01,Total Births,2011,2011,32,32 years,26,Total Per Age Group,Number,5722
VSA36C01,Total Births,2011,2011,32,32 years,1,0,Number,2170
VSA36C01,Total Births,2011,2011,32,32 years,2,1,Number,2135
VSA36C01,Total Births,2011,2011,32,32 years,3,2,Number,936
VSA36C01,Total Births,2011,2011,32,32 years,4,3,Number,302
VSA36C01,Total Births,2011,2011,32,32 years,5,4,Number,97
VSA36C01,Total Births,2011,2011,32,32 years,6,5,Number,30
VSA36C01,Total Births,2011,2011,32,32 years,8,6,Number,13
VSA36C01,Total Births,2011,2011,32,32 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,32,32 years,11,8,Number,3
VSA36C01,Total Births,2011,2011,32,32 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,32,32 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,32,32 years,99,Not stated,Number,32
VSA36C01,Total Births,2011,2011,33,33 years,26,Total Per Age Group,Number,5344
VSA36C01,Total Births,2011,2011,33,33 years,1,0,Number,1787
VSA36C01,Total Births,2011,2011,33,33 years,2,1,Number,2072
VSA36C01,Total Births,2011,2011,33,33 years,3,2,Number,994
VSA36C01,Total Births,2011,2011,33,33 years,4,3,Number,303
VSA36C01,Total Births,2011,2011,33,33 years,5,4,Number,90
VSA36C01,Total Births,2011,2011,33,33 years,6,5,Number,38
VSA36C01,Total Births,2011,2011,33,33 years,8,6,Number,15
VSA36C01,Total Births,2011,2011,33,33 years,10,7,Number,7
VSA36C01,Total Births,2011,2011,33,33 years,11,8,Number,5
VSA36C01,Total Births,2011,2011,33,33 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,33,33 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,33,33 years,99,Not stated,Number,32
VSA36C01,Total Births,2011,2011,34,34 years,26,Total Per Age Group,Number,5182
VSA36C01,Total Births,2011,2011,34,34 years,1,0,Number,1548
VSA36C01,Total Births,2011,2011,34,34 years,2,1,Number,2022
VSA36C01,Total Births,2011,2011,34,34 years,3,2,Number,1094
VSA36C01,Total Births,2011,2011,34,34 years,4,3,Number,334
VSA36C01,Total Births,2011,2011,34,34 years,5,4,Number,96
VSA36C01,Total Births,2011,2011,34,34 years,6,5,Number,38
VSA36C01,Total Births,2011,2011,34,34 years,8,6,Number,19
VSA36C01,Total Births,2011,2011,34,34 years,10,7,Number,4
VSA36C01,Total Births,2011,2011,34,34 years,11,8,Number,2
VSA36C01,Total Births,2011,2011,34,34 years,12,9,Number,3
VSA36C01,Total Births,2011,2011,34,34 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,34,34 years,99,Not stated,Number,22
VSA36C01,Total Births,2011,2011,35,35 years,26,Total Per Age Group,Number,4722
VSA36C01,Total Births,2011,2011,35,35 years,1,0,Number,1248
VSA36C01,Total Births,2011,2011,35,35 years,2,1,Number,1789
VSA36C01,Total Births,2011,2011,35,35 years,3,2,Number,1131
VSA36C01,Total Births,2011,2011,35,35 years,4,3,Number,356
VSA36C01,Total Births,2011,2011,35,35 years,5,4,Number,109
VSA36C01,Total Births,2011,2011,35,35 years,6,5,Number,40
VSA36C01,Total Births,2011,2011,35,35 years,8,6,Number,12
VSA36C01,Total Births,2011,2011,35,35 years,10,7,Number,4
VSA36C01,Total Births,2011,2011,35,35 years,11,8,Number,6
VSA36C01,Total Births,2011,2011,35,35 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,35,35 years,15,10 or more,Number,1
VSA36C01,Total Births,2011,2011,35,35 years,99,Not stated,Number,25
VSA36C01,Total Births,2011,2011,36,36 years,26,Total Per Age Group,Number,4179
VSA36C01,Total Births,2011,2011,36,36 years,1,0,Number,1018
VSA36C01,Total Births,2011,2011,36,36 years,2,1,Number,1465
VSA36C01,Total Births,2011,2011,36,36 years,3,2,Number,1088
VSA36C01,Total Births,2011,2011,36,36 years,4,3,Number,401
VSA36C01,Total Births,2011,2011,36,36 years,5,4,Number,111
VSA36C01,Total Births,2011,2011,36,36 years,6,5,Number,41
VSA36C01,Total Births,2011,2011,36,36 years,8,6,Number,13
VSA36C01,Total Births,2011,2011,36,36 years,10,7,Number,11
VSA36C01,Total Births,2011,2011,36,36 years,11,8,Number,9
VSA36C01,Total Births,2011,2011,36,36 years,12,9,Number,2
VSA36C01,Total Births,2011,2011,36,36 years,15,10 or more,Number,2
VSA36C01,Total Births,2011,2011,36,36 years,99,Not stated,Number,18
VSA36C01,Total Births,2011,2011,37,37 years,26,Total Per Age Group,Number,3529
VSA36C01,Total Births,2011,2011,37,37 years,1,0,Number,819
VSA36C01,Total Births,2011,2011,37,37 years,2,1,Number,1175
VSA36C01,Total Births,2011,2011,37,37 years,3,2,Number,933
VSA36C01,Total Births,2011,2011,37,37 years,4,3,Number,414
VSA36C01,Total Births,2011,2011,37,37 years,5,4,Number,103
VSA36C01,Total Births,2011,2011,37,37 years,6,5,Number,44
VSA36C01,Total Births,2011,2011,37,37 years,8,6,Number,12
VSA36C01,Total Births,2011,2011,37,37 years,10,7,Number,9
VSA36C01,Total Births,2011,2011,37,37 years,11,8,Number,3
VSA36C01,Total Births,2011,2011,37,37 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,37,37 years,15,10 or more,Number,1
VSA36C01,Total Births,2011,2011,37,37 years,99,Not stated,Number,15
VSA36C01,Total Births,2011,2011,38,38 years,26,Total Per Age Group,Number,2998
VSA36C01,Total Births,2011,2011,38,38 years,1,0,Number,595
VSA36C01,Total Births,2011,2011,38,38 years,2,1,Number,950
VSA36C01,Total Births,2011,2011,38,38 years,3,2,Number,878
VSA36C01,Total Births,2011,2011,38,38 years,4,3,Number,370
VSA36C01,Total Births,2011,2011,38,38 years,5,4,Number,114
VSA36C01,Total Births,2011,2011,38,38 years,6,5,Number,36
VSA36C01,Total Births,2011,2011,38,38 years,8,6,Number,16
VSA36C01,Total Births,2011,2011,38,38 years,10,7,Number,4
VSA36C01,Total Births,2011,2011,38,38 years,11,8,Number,5
VSA36C01,Total Births,2011,2011,38,38 years,12,9,Number,4
VSA36C01,Total Births,2011,2011,38,38 years,15,10 or more,Number,5
VSA36C01,Total Births,2011,2011,38,38 years,99,Not stated,Number,21
VSA36C01,Total Births,2011,2011,39,39 years,26,Total Per Age Group,Number,2298
VSA36C01,Total Births,2011,2011,39,39 years,1,0,Number,454
VSA36C01,Total Births,2011,2011,39,39 years,2,1,Number,707
VSA36C01,Total Births,2011,2011,39,39 years,3,2,Number,676
VSA36C01,Total Births,2011,2011,39,39 years,4,3,Number,289
VSA36C01,Total Births,2011,2011,39,39 years,5,4,Number,95
VSA36C01,Total Births,2011,2011,39,39 years,6,5,Number,31
VSA36C01,Total Births,2011,2011,39,39 years,8,6,Number,13
VSA36C01,Total Births,2011,2011,39,39 years,10,7,Number,9
VSA36C01,Total Births,2011,2011,39,39 years,11,8,Number,3
VSA36C01,Total Births,2011,2011,39,39 years,12,9,Number,
VSA36C01,Total Births,2011,2011,39,39 years,15,10 or more,Number,4
VSA36C01,Total Births,2011,2011,39,39 years,99,Not stated,Number,17
VSA36C01,Total Births,2011,2011,40,40 years,26,Total Per Age Group,Number,1554
VSA36C01,Total Births,2011,2011,40,40 years,1,0,Number,326
VSA36C01,Total Births,2011,2011,40,40 years,2,1,Number,497
VSA36C01,Total Births,2011,2011,40,40 years,3,2,Number,395
VSA36C01,Total Births,2011,2011,40,40 years,4,3,Number,200
VSA36C01,Total Births,2011,2011,40,40 years,5,4,Number,68
VSA36C01,Total Births,2011,2011,40,40 years,6,5,Number,24
VSA36C01,Total Births,2011,2011,40,40 years,8,6,Number,9
VSA36C01,Total Births,2011,2011,40,40 years,10,7,Number,8
VSA36C01,Total Births,2011,2011,40,40 years,11,8,Number,6
VSA36C01,Total Births,2011,2011,40,40 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,40,40 years,15,10 or more,Number,3
VSA36C01,Total Births,2011,2011,40,40 years,99,Not stated,Number,17
VSA36C01,Total Births,2011,2011,41,41 years,26,Total Per Age Group,Number,1010
VSA36C01,Total Births,2011,2011,41,41 years,1,0,Number,218
VSA36C01,Total Births,2011,2011,41,41 years,2,1,Number,274
VSA36C01,Total Births,2011,2011,41,41 years,3,2,Number,278
VSA36C01,Total Births,2011,2011,41,41 years,4,3,Number,117
VSA36C01,Total Births,2011,2011,41,41 years,5,4,Number,63
VSA36C01,Total Births,2011,2011,41,41 years,6,5,Number,29
VSA36C01,Total Births,2011,2011,41,41 years,8,6,Number,11
VSA36C01,Total Births,2011,2011,41,41 years,10,7,Number,8
VSA36C01,Total Births,2011,2011,41,41 years,11,8,Number,5
VSA36C01,Total Births,2011,2011,41,41 years,12,9,Number,3
VSA36C01,Total Births,2011,2011,41,41 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,41,41 years,99,Not stated,Number,4
VSA36C01,Total Births,2011,2011,42,42 years,26,Total Per Age Group,Number,618
VSA36C01,Total Births,2011,2011,42,42 years,1,0,Number,158
VSA36C01,Total Births,2011,2011,42,42 years,2,1,Number,190
VSA36C01,Total Births,2011,2011,42,42 years,3,2,Number,152
VSA36C01,Total Births,2011,2011,42,42 years,4,3,Number,70
VSA36C01,Total Births,2011,2011,42,42 years,5,4,Number,24
VSA36C01,Total Births,2011,2011,42,42 years,6,5,Number,10
VSA36C01,Total Births,2011,2011,42,42 years,8,6,Number,4
VSA36C01,Total Births,2011,2011,42,42 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,42,42 years,11,8,Number,3
VSA36C01,Total Births,2011,2011,42,42 years,12,9,Number,
